file_path,line_number,hardcoded_literal,match_category,proposed_alias,confidence,auto_fixable,manual_review_required,severity_risk,context,runtime_executed,generated_or_archive,docs_reference_only,intentional_example,triage_class,canonical_source
AI_Studio\4_Archive\DiscordData\discord_export_general.json,12637,\\Build\\bin\\RelWithDebInfo\\UniServerZ\n2),Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""How to RUN:\n1) Run Unicontroller.exe in 42124PrecompiledEluna\\Build\\bin\\RelWithDebIn",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,15581,\\_retail_\\WTF,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""in your World of Warcraft\\_retail_\\WTF did you change the line with SET PORTAL \""US\"" ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,20980,t:\n\nType:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""so try to create your own account (for example):\n```\nTo create your account:\n\nType: ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,20980,l:\n\nType:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""so try to create your own account (for example):\n```\nTo create your account:\n\nType: ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,21192,e:\n```sql\nDELETE,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""If your gamebuild is not 54499, apply the following code to your database:\n```sql\nDELE",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,28352,\\Build\\bin\\RelWithDebInfo\\UniServerZ\n2),Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""1) Run Unicontroller.exe in 42124PrecompiledEluna\\Build\\bin\\RelWithDebInfo\\UniServer",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,44913,s:\n.summon,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Or if you need someone characters:\n.summon - teleport him to you\n.appear - teleport yo",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,49724,C:\\Program,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""is it bcs of the space in C:\\Program Files (x86)"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,52515,E:\\Games\\WoW,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""E:\\Games\\WoW Dragonflight\\Server\\54630PrecompiledEluna\\54630PrecompiledEluna\\bin\\",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,52515,\\Server\\54630PrecompiledEluna\\54630PrecompiledEluna\\bin\\Release\\UniServerZ,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""E:\\Games\\WoW Dragonflight\\Server\\54630PrecompiledEluna\\54630PrecompiledEluna\\bin\\",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,71966,d:\nAdding,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""description"": ""This is a WIP or in progess v1\n\nChanges proposed:\nAdding 2 new spells Deep Breath",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,71966,d:\nWhen,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""description"": ""This is a WIP or in progess v1\n\nChanges proposed:\nAdding 2 new spells Deep Breath",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,72122,e:\n```csharp\n,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""If you want to fix the archived launcher from github u can use pattern (newer builds onl",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,72228,D:\\Dragonflight,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""D:\\Dragonflight Repack\\54717PrecompiledEluna\\bin\\Release so probably because i named",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,72228,\\54717PrecompiledEluna\\bin\\Release,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""D:\\Dragonflight Repack\\54717PrecompiledEluna\\bin\\Release so probably because i named",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,77873,C:\\Trinity\\RoleplayCore-Master\\src\\server\\database\\Database\\MySQLConnection.cpp:613,Absolute Path,VOXCORE_ROOT,High,No,No,Low,"""content"": ""Revision: TrinityCore rev. dd8c462944c8+ 2024-05-26 10:14:15 +0900 (dragonridding branch",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,77873,F:\\54847PrecompiledEluna\\bin\\Release\\worldserver.exe\n\n,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Revision: TrinityCore rev. dd8c462944c8+ 2024-05-26 10:14:15 +0900 (dragonridding branch",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,79190,d:\n\nBarbershop,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""description"": ""Changes proposed:\n\nBarbershop alter appearance packets come in multiple times, one",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,83523,C:\\Program,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Alright, I've installed retail and changed the config file. I'm using the wow file in C:",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,84581,o:\n-,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""db acces info:\n- user: root\n- pass: admin"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,87836,\\bin\\Release\\UniServerZ,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""54847PrecompiledEluna\\bin\\Release\\UniServerZ"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,89067,b:\n\nDELETE,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Got it, as you're running the db, open up a mysql editor, like sqlyog or heidisql, and r",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,89131,o:\nuser:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""db acces info:\nuser: root\npass: admin"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,89373,o:\nuser:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""db acces info:\nuser: root\npass: admin"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,105711,C:\\world.sql,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""mysqldump -uroot -proot --default-character-set=utf8mb4 world > C:\\world.sql"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,109162,t:\n\nAdded,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""oh man, it was a nightmare. Ended up having to certbot my own certs, set up a subdomain ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,122326,l:\nthen,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""hello ppl i've just downloaded all the resources and aimed the server but when i've star",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,126120,k:\n1.,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""If anyone's interested, here's how you can open Arctium on Steamdeck:\n1. Install and se",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,126120,s:\nCurrentBuild,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""If anyone's interested, here's how you can open Arctium on Steamdeck:\n1. Install and se",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,131892,\\__\n\\/_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now world server not running aka, closing after open tried keeping restart open for ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,131892,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now world server not running aka, closing after open tried keeping restart open for ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,131892,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now world server not running aka, closing after open tried keeping restart open for ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,131892,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now world server not running aka, closing after open tried keeping restart open for ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,131892,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now world server not running aka, closing after open tried keeping restart open for ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,131892,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now world server not running aka, closing after open tried keeping restart open for ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,131892,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now world server not running aka, closing after open tried keeping restart open for ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,131892,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now world server not running aka, closing after open tried keeping restart open for ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,131892,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now world server not running aka, closing after open tried keeping restart open for ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,131892,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now world server not running aka, closing after open tried keeping restart open for ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,131892,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now world server not running aka, closing after open tried keeping restart open for ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,131892,\\__\\\\/`____,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""but now world server not running aka, closing after open tried keeping restart open for ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,149756,t:\n8F2791553226871977B4F9D7F1137311,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""got it:\n8F2791553226871977B4F9D7F1137311"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,149781,s:\nDELETE,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""--------------------------------||--------------------------------\nso the query should ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,150266,s:\n\nGridUnload,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""open worlsderver.conf\n\nchange values on those lines:\n\nGridUnload = 1\n\nBaseMapLoadA",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,150730,y:\n\nInstance.UnlockDelay,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""GridUnload = 1\n\nBaseMapLoadAllGrids = 0\n\nInstanceMapLoadAllGrids = 0\n\nBattleground",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,154114,s:\n0:00,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""description"": ""Modern Map Making discord: https://discord.gg/C85673kkWd\nWritten Guide: https://mar",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,161313,t:\nTry,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Let me rephrase that:\nTry to drop it first, but if you have this weird bug where it wan",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,161313,\\core\\mysql\\data,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Let me rephrase that:\nTry to drop it first, but if you have this weird bug where it wan",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,169329,\\55960Precompiled\\bin\\RelWithDebInfo\n3),Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""After a break I tried once again. Deleted everything, extracted again. Instead of the yo",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,169329,\\55664Precompiled\\bin\\RelWithDebInfo).,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""After a break I tried once again. Deleted everything, extracted again. Instead of the yo",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,170677,\\55960Precompiled\\bin\\RelWithDebInfo,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Unpacked the archive 55960Precompiled.rar more precisely the folder 55960Precompiled.rar",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,171052,C:\\WOW),Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""I just finished trying the 55960 package in a complete different computer: all downloade",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,171052,\\55960Precompiled\\bin\\RelWithDebInfo\n3),Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""I just finished trying the 55960 package in a complete different computer: all downloade",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,172226,C:\\WOW),Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""That's exactly what I did: 100% 11.0.2. I didn't mix it.\nSteps I followed\n1) 55960Prec",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,172226,\\55960Precompiled\\bin\\RelWithDebInfo\n3),Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""That's exactly what I did: 100% 11.0.2. I didn't mix it.\nSteps I followed\n1) 55960Prec",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,174672,\\bin\\RelWithDebInfo\nAnd,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""I placed everything on this folder... \\bin\\RelWithDebInfo\nAnd ran the server things f",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,176652,e:\n1,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""In case someone wants to follow along the footsteps to what i did and try their luck its",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,178801,C:\\Users\\Administrator\\Desktop\\DragonFlight,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": "">> Loaded 1093 spell area requirements in 6 ms\nLoading World locations...\n\nC:\\Users\",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,178801,\\src\\server\\database\\Data\nbase\\MySQLConnection.cpp:613,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": "">> Loaded 1093 spell area requirements in 6 ms\nLoading World locations...\n\nC:\\Users\",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,180829,\\WTF\\Congif.WTF\nSET,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""I changed the portal setting in the   retaiol\\WTF\\Congif.WTF\nSET portal \""127.0.0.1\""",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,191689,s:\n00:00,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""description"": ""Dinkledork repack V14 (Still have to update to Ashen Order)\nWorld of Warcraft 3.3.5",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,194062,y:\nhttps://discord.gg/A8AZ6Uf\n\nWrath,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""description"": ""Video Tutorial HOW TO ADD BOTS : https://youtu.be/b0oLHVDo2C8\n\nJoin our Discord co",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,194062,d:\nhttps:/...,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""description"": ""Video Tutorial HOW TO ADD BOTS : https://youtu.be/b0oLHVDo2C8\n\nJoin our Discord co",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,198677,C:\\github,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Severity | Code | Description | Project | File | Line | Suppression Status | Details\nEr",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,198677,\\build\\src\\server\\worldserver\\scripts.lib(custom_script_loader.obj),Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Severity | Code | Description | Project | File | Line | Suppression Status | Details\nEr",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,198677,C:\\github\\RoleplayCore\\build\\src\\server\\worldserver\\scripts.lib(custom_script_loader.obj),Absolute Path,VOXCORE_ROOT,High,No,No,Low,"""content"": ""Severity | Code | Description | Project | File | Line | Suppression Status | Details\nEr",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,198835,C:\\github\\RoleplayCore\\src\\server\\database\\Database\\MySQLConnection.cpp:613,Absolute Path,VOXCORE_ROOT,High,No,No,Low,"""content"": ""Loading creature loot templates...\n[1054] Unknown column 'ItemType' in 'field list'\nYo",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,198860,C:\\github\\RoleplayCore\\src\\server\\database\\Database\\MySQLConnection.cpp:613,Absolute Path,VOXCORE_ROOT,High,No,No,Low,"""content"": ""Loading scrapping loot templates...\n[1054] Unknown column 'ItemType' in 'field list'\nY",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,201645,C:\\locale.sql,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""mysql -uroot -proot --default-character-set=utf8mb4 world < C:\\locale.sql"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,213701,c:\nFire,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Progress on Darkmoon Faire\n```\nWhack a Gnoll - Working\nRing Toss - Working\nTonks! - ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,218584,s:\n\nhttps://tc.arctium.io/master/11.0.2,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""If u mean the error from DBC files, it looks like there is a small change in the structu",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,220390,s:\nThe,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""@Sicalicious The file you are trying to download is no longer available\nThis could be d",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,225232,n:\nhttps://www.youtube.com/watch?v=IxE1txIgwdA,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Shauren added Opcodes for flights from DF, they work on pure TC now, right? right? (he t",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,226463,s:\nhttps://drive.google.com/drive/folders/1ag7yVaDh-MKmyjuH3Ay8S-YEresLSd_i,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""i downloaded this here for few days:\nhttps://drive.google.com/drive/folders/1ag7yVaDh-M",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,228690,\\Data\\Apache\\htdocs\\wow,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""done everything what the guy upper did \ni dont got this PreCompiledCore\\Data\\Apache\\",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,228879,C:\\Users\\name\\Desktop\\World,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""i have done these steps 1. Install WoW from Battle.net, once completed launch client onc",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,228879,\\_retail_\\WTF)\n\n2.,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""i have done these steps 1. Install WoW from Battle.net, once completed launch client onc",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,228879,C:\\PreCompiledCore\\Data\\Apache\\htdocs\\wow\n\n3.,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""i have done these steps 1. Install WoW from Battle.net, once completed launch client onc",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,228879,C:\\PreCompiledCore\\Data\\Apache\\apache\\conf),Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""i have done these steps 1. Install WoW from Battle.net, once completed launch client onc",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,228879,C:\\Windows\\System32\\drivers\\etc,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""i have done these steps 1. Install WoW from Battle.net, once completed launch client onc",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,228879,C:\\Users\\name\\Desktop\\World,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""i have done these steps 1. Install WoW from Battle.net, once completed launch client onc",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,228879,C:\\PreCompiledCore),Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""i have done these steps 1. Install WoW from Battle.net, once completed launch client onc",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,228879,C:\\Users\\name\\Desktop\\World,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""i have done these steps 1. Install WoW from Battle.net, once completed launch client onc",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,235309,D:\\trinity\\tc\\dep\\openssl_ed25519\\curve25519.obj,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Серьезность    Код    Описание    Проект    Файл    Строка    Состояние подавления    По",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,238212,d:\n\nHandle,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""description"": ""Changes proposed:\n\nHandle advanced flying (dragonriding)\n\n\n\nIssues addressed:\",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,238212,d:\nCloses,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""description"": ""Changes proposed:\n\nHandle advanced flying (dragonriding)\n\n\n\nIssues addressed:\",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,238212,"d:\nBuild,",Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""description"": ""Changes proposed:\n\nHandle advanced flying (dragonriding)\n\n\n\nIssues addressed:\",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,240831,m:\nhttps://github.com/motivewc/wowpatch\nthat,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""also we have request @Sicalicious - there is a guy who created wowpatch with help of som",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,243352,e:\nblizzard:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""no one:\nblizzard:"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,259502,C:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""if your refering to the game client itself just make another folder on your C:\\ and lab",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,260340,C:\\Trinity\\RoleplayCore-master\\src\\server\\worldserver\\Main.cpp:623,Absolute Path,VOXCORE_ROOT,High,No,No,Low,"""content"": ""Assertion message: \nC:\\Trinity\\RoleplayCore-master\\src\\server\\worldserver\\Main.cp",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,260340,D:\nWorld,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Assertion message: \nC:\\Trinity\\RoleplayCore-master\\src\\server\\worldserver\\Main.cp",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,298872,n:\nSpotify:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""description"": ""Are you interested in Eiffel 65 news? Subscribe to the channel: http://bit.ly/1jVW9S",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,298929,y:\nUPDATE,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Try:\nUPDATE `world`.`creature_template` SET `unit_flags` = '0' WHERE `entry` = '165107'",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,311227,e:\n\n,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""When to repack:DH_smile:\n\n> *什么时候重新包装:DH_smile: *"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,318828,C:\\54904PrecompiledEluna\\src\\server\\worldserver\\scripts.lib(spell_dk.obj),Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Severity    Code    Description    Project    File    Line    Suppression State    Detai",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,318828,C:\\54904PrecompiledEluna\\src\\server\\worldserver\\game.lib(WorldSocket.obj),Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Severity    Code    Description    Project    File    Line    Suppression State    Detai",No,Yes,No,No,archive_skip,Yes
